date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:03:40	276791/276791	---MCZ	200	added ('OK')	image/jpeg	etag:%2243937-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/daniel-korpai-aUmq85-2V7I-unsplash-scaled-e1606140943630.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/daniel-korpai-aUmq85-2V7I-unsplash-scaled-e1606140943630.jpg	(from https://templatekit.jegtheme.com/pirus/services-2/)
22:03:41	102662/102662	---MCZ	200	added ('OK')	image/jpeg	etag:%2219106-5bbfcfdeeed80;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/seashell-in-love-kristin-xpuLgz-p9zM-unsplash-e1613656507573.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/seashell-in-love-kristin-xpuLgz-p9zM-unsplash-e1613656507573.jpg	(from https://templatekit.jegtheme.com/pirus/services-2/)
22:03:41	254628/254628	---MCZ	200	added ('OK')	image/jpeg	etag:%223e2a4-5bbfcfdeeed80;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/omid-armin-UtuGfdUwdRg-unsplash-e1612884266490.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/omid-armin-UtuGfdUwdRg-unsplash-e1612884266490.jpg	(from https://templatekit.jegtheme.com/pirus/services-2/)
22:03:41	76607/76607	---M-Z	200	added ('OK')	text/css	etag:%2212b3f-5ec75ca320d10;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-786.css?ver=1667365531	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-786f75b.css	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:42	43306/43306	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:43%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/786	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/786.json	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:42	2392/2392	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:43%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fsingle-project%2F	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embedc60e.json	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2021:03:44%20GMT	https://templatekit.jegtheme.com/pirus/?p=786	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/index4ab5.html	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:43	2461/2461	---M-Z	200	added ('OK')	text/xml	date:Mon,%2028%20Nov%202022%2021:03:44%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fsingle-project%2F&format=xml	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed7d2b	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:43	28532/28532	---M-Z	200	added ('OK')	image/jpeg	etag:%226f74-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/adam-birkett-QRWAdBCqysc-unsplash3-1-1024x547.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/adam-birkett-QRWAdBCqysc-unsplash3-1-1024x547.jpg	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:44	43192/43192	---M-Z	200	added ('OK')	image/jpeg	etag:%22a8b8-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/adam-birkett-QRWAdBCqysc-unsplash2-2-1024x1024.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/adam-birkett-QRWAdBCqysc-unsplash2-2-1024x1024.jpg	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:44	133870/133870	---MCZ	200	added ('OK')	image/jpeg	etag:%2220aee-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/kilyan-sockalingum-LQf3dro3y5E-unsplash2.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/kilyan-sockalingum-LQf3dro3y5E-unsplash2.jpg	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:44	184353/184353	---MCZ	200	added ('OK')	image/jpeg	etag:%222d021-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/petri-r-gehzL37x6zY-unsplash2.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/petri-r-gehzL37x6zY-unsplash2.jpg	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:45	151365/151365	---MCZ	200	added ('OK')	image/jpeg	etag:%2224f45-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/kilyan-sockalingum-FAlefSetxdQ-unsplash2.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/12/kilyan-sockalingum-FAlefSetxdQ-unsplash2.jpg	(from https://templatekit.jegtheme.com/pirus/single-project/)
22:03:45	35373/35373	---M-Z	200	added ('OK')	text/css	etag:%228a2d-5ec7b84c17d84;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/53b772a25.min.css?ver=1669669385	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/53b772a25.minc0ca.css	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:45	13917/13917	---M-Z	200	added ('OK')	text/css	etag:%22365d-5ec75cae09caa;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-272.css?ver=1667365542	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-272cf6c.css	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:46	28179/28179	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:47%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/272	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/272.json	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:46	2355/2355	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:47%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Four-works%2F	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embedae4f.json	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2021:03:48%20GMT	https://templatekit.jegtheme.com/pirus/?p=272	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/indexcde3.html	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:47	2424/2424	---M-Z	200	added ('OK')	text/xml	date:Mon,%2028%20Nov%202022%2021:03:48%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Four-works%2F&format=xml	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embedee7f	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:47	235791/235791	---MCZ	200	added ('OK')	image/jpeg	etag:%223990f-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/irene-kredenets-dwKiHoqqxk8-unsplash-2-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/irene-kredenets-dwKiHoqqxk8-unsplash-2-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:47	316870/316870	---MCZ	200	added ('OK')	image/jpeg	etag:%224d5c6-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/daniel-korpai-aUmq85-2V7I-unsplash-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/daniel-korpai-aUmq85-2V7I-unsplash-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:47	391726/391726	---MCZ	200	added ('OK')	image/jpeg	etag:%225fa2e-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/claus-grunstaudl-I72dFJRFT3k-unsplash-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/claus-grunstaudl-I72dFJRFT3k-unsplash-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:47	523098/523098	---MCZ	200	added ('OK')	image/jpeg	etag:%227fb5a-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/stefan-spassov-k87dHceae1w-unsplash-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/stefan-spassov-k87dHceae1w-unsplash-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:48	247621/247621	---MCZ	200	added ('OK')	image/jpeg	etag:%223c745-5bbfcfdeeed80;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/mike-von-wlgRrLh0q38-unsplash-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/mike-von-wlgRrLh0q38-unsplash-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:48	624995/624995	---MCZ	200	added ('OK')	image/jpeg	etag:%2298963-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/balazs-ketyi-LPWl2pEVGKc-unsplash.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/balazs-ketyi-LPWl2pEVGKc-unsplash.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:48	453971/453971	---MCZ	200	added ('OK')	image/jpeg	etag:%226ed53-5bbfcfdeeed80;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/victor-garcia-iFGckeYFgLw-unsplash-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/victor-garcia-iFGckeYFgLw-unsplash-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:48	449330/449330	---MCZ	200	added ('OK')	image/jpeg	etag:%226db32-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/balazs-ketyi-jRUW43RuZ_A-unsplash.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/balazs-ketyi-jRUW43RuZ_A-unsplash.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:48	221573/221573	---MCZ	200	added ('OK')	image/jpeg	etag:%2236185-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/lloyd-dirks-0vsk2_9dkqo-unsplash-2.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/lloyd-dirks-0vsk2_9dkqo-unsplash-2.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:49	237580/237580	---MCZ	200	added ('OK')	image/jpeg	etag:%223a00c-5bbfcfdfe2fc0;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/jeremy-wong-weddings-464ps_nOflw-unsplash-scaled.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/creative1/wp-content/uploads/sites/43/2020/11/jeremy-wong-weddings-464ps_nOflw-unsplash-scaled.jpg	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:49	73173/73173	---M-Z	200	added ('OK')	application/javascript	etag:%2211dd5-5ec7b84c18d24;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/53b772a25.min.js?ver=1669669385	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/53b772a25.minc0ca.js	(from https://templatekit.jegtheme.com/pirus/our-works/)
22:03:50	159381/159381	---M-Z	200	added ('OK')	text/css	etag:%2226e95-5ec76616a3ae7;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-298.css?ver=1667368068	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-29825b1.css	(from https://templatekit.jegtheme.com/pirus/about/)
22:03:50	66684/66684	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:52%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/298	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/298.json	(from https://templatekit.jegtheme.com/pirus/about/)
22:03:51	2347/2347	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:52%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fabout%2F	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed0b02.json	(from https://templatekit.jegtheme.com/pirus/about/)
22:03:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2021:03:52%20GMT	https://templatekit.jegtheme.com/pirus/?p=298	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/indexba86.html	(from https://templatekit.jegtheme.com/pirus/about/)
22:03:51	2416/2416	---M-Z	200	added ('OK')	text/xml	date:Mon,%2028%20Nov%202022%2021:03:52%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fabout%2F&format=xml	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed26ae	(from https://templatekit.jegtheme.com/pirus/about/)
22:03:51	122787/122787	---M-Z	200	added ('OK')	text/css	etag:%221dfa3-5ec7b6faccfc4;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/42a0123c5.min.css?ver=1669669331	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/42a0123c5.mindcb9.css	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:52	11718/11718	---M-Z	200	added ('OK')	text/css	etag:%222dc6-5ec74cf7457f0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-447.css?ver=1667361324	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-4476544.css	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:53	20453/20453	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:54%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/447	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/447.json	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:53	2342/2342	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:54%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fblog%2F	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embedaac3.json	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:53	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2021:03:54%20GMT	https://templatekit.jegtheme.com/pirus/?p=447	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/index42fe.html	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:54	2411/2411	---M-Z	200	added ('OK')	text/xml	date:Mon,%2028%20Nov%202022%2021:03:55%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fblog%2F&format=xml	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed8915	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:54	161508/161508	---MCZ	200	added ('OK')	image/jpeg	etag:%22276e4-5bbfcfdfe2fc0;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/Gear-Outdoor-Research-Face-Mask-2.jpg	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/2020/11/Gear-Outdoor-Research-Face-Mask-2.jpg	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:54	52911/52911	---M-Z	200	added ('OK')	application/javascript	etag:%22ceaf-5ec7b6facdf64;5ee8cc09b4bcb-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/42a0123c5.min.js?ver=1669669331	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/essential-addons-elementor/42a0123c5.mindcb9.js	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:54	26378/26378	---M-Z	200	added ('OK')	text/css	etag:%22670a-5ec74d078a8b4;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-377.css?ver=1667361341	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-377421e.css	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:55	93354/93354	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202022%2021:03:56%20GMT	https://templatekit.jegtheme.com/pirus/2020/11/08/yes-you-should-be-using-apple-pay-or-google-pay/	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/2020/11/08/yes-you-should-be-using-apple-pay-or-google-pay/index.html	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:56	93376/93376	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202022%2021:03:57%20GMT	https://templatekit.jegtheme.com/pirus/2020/11/08/how-to-trick-out-your-iphone-home-screen-in-ios-14/	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/2020/11/08/how-to-trick-out-your-iphone-home-screen-in-ios-14/index.html	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:56	29845/29845	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:57%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/377	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/wp/v2/pages/377.json	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:56	93371/93371	---MCZ	200	added ('OK')	text/html	date:Mon,%2028%20Nov%202022%2021:03:57%20GMT	https://templatekit.jegtheme.com/pirus/2020/11/08/22-face-masks-we-actually-like-to-wear/	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/2020/11/08/22-face-masks-we-actually-like-to-wear/index.html	(from https://templatekit.jegtheme.com/pirus/blog/)
22:03:56	2382/2382	---M-Z	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:57%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fcontact-us-1%2F	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed36b4.json	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2028%20Nov%202022%2021:03:57%20GMT	https://templatekit.jegtheme.com/pirus/?p=377	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/indexa7ab.html	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:57	2451/2451	---M-Z	200	added ('OK')	text/xml	date:Mon,%2028%20Nov%202022%2021:03:58%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed?url=https%3A%2F%2Ftemplatekit.jegtheme.com%2Fpirus%2Fcontact-us-1%2F&format=xml	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/oembed/1.0/embed157b	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:57	0/0	---M--	200	added ('OK')	application/json	date:Mon,%2028%20Nov%202022%2021:03:58%20GMT	https://templatekit.jegtheme.com/pirus/wp-json/metform/v1/entries/insert/388	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-json/metform/v1/entries/insert/388	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:57	85486/85486	---M-Z	200	added ('OK')	text/css	etag:%2214dee-5ec74cfc9bb5c;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-388.css?ver=1667361330	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/uploads/sites/43/elementor/css/post-388ef49.css	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:57	115949/115949	---M-Z	200	added ('OK')	text/css	etag:%221c4ed-5dfccd66c380c;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/plugins/metform/public/assets/css/metform-ui.css?ver=2.1.6	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/plugins/metform/public/assets/css/metform-ui784e.css	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:58	23795/23795	---M-Z	200	added ('OK')	text/css	etag:%225cf3-5dfccd66c380c;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/plugins/metform/public/assets/css/style.css?ver=2.1.6	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/plugins/metform/public/assets/css/style784e.css	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:58	1264/1264	---M-Z	200	added ('OK')	application/javascript	etag:%224f0-5dfccd66c66ec;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-content/plugins/metform/public/assets/js/htm.js?ver=2.1.6	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-content/plugins/metform/public/assets/js/htm784e.js	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:58	73015/73015	---M-Z	200	added ('OK')	application/javascript	etag:%2211d37-5cb8cf803185d;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-includes/js/dist/vendor/lodash.min.js?ver=4.17.19	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-includes/js/dist/vendor/lodash.minf492.js	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:58	11440/11440	---M-Z	200	added ('OK')	application/javascript	etag:%222cb0-5df55d070101e;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-includes/js/dist/vendor/react.min.js?ver=17.0.1	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-includes/js/dist/vendor/react.minbc7c.js	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:58	120585/120585	---M-Z	200	added ('OK')	application/javascript	etag:%221d709-5df55d070101e;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-includes/js/dist/vendor/react-dom.min.js?ver=17.0.1	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-includes/js/dist/vendor/react-dom.minbc7c.js	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
22:03:59	1783/1783	---M-Z	200	added ('OK')	application/javascript	etag:%226f7-5cd04df063091;5ee8a1c977f5b-gzip%22	https://templatekit.jegtheme.com/pirus/wp-includes/js/dist/escape-html.min.js?ver=ce66e0f9acf6802317399656243ffbc4	C:/Users/User/Desktop/test/werobotsdarktheme/templatekit.jegtheme.com/pirus/wp-includes/js/dist/escape-html.min5c86.js	(from https://templatekit.jegtheme.com/pirus/contact-us-1/)
